total_orders,returned_orders,return_rate,cancelled_orders,avg_order_value,seller_total_sales,seller_returns,seller_return_rate,avg_rating,negative_review_percent,reviews_same_seller,repeated_review_similarity,fraud_label,fraud_type
40,18,0.45,8,73725,1399,147,0.105,3.54,45.42,11,0.836,1,RETURN_ABUSE
22,11,0.5,4,79922,1895,536,0.283,4.14,39.48,9,0.151,0,NONE
66,24,0.364,2,14163,708,13,0.018,1.82,48.71,8,0.829,0,NONE
109,18,0.165,22,5225,1649,433,0.263,4.55,45.51,46,0.9,0,NONE
62,24,0.387,15,30402,877,171,0.195,2.75,63.38,47,0.601,0,NONE
87,33,0.379,1,2902,1770,496,0.28,1.05,1.94,14,0.074,0,NONE
110,64,0.582,3,2931,594,223,0.375,4.5,57.11,39,0.336,1,SELLER_SUSPICIOUS
36,19,0.528,1,1903,1446,663,0.459,3.36,52.42,22,0.31,1,SELLER_SUSPICIOUS
45,26,0.578,11,26151,1683,1051,0.624,2.81,4.32,10,0.592,1,SELLER_SUSPICIOUS
97,46,0.474,5,38106,1796,1127,0.628,2.29,99.82,10,0.191,1,SELLER_SUSPICIOUS
83,30,0.361,6,33372,1309,521,0.398,4.53,41.59,30,0.212,0,NONE
71,49,0.69,10,22728,1863,100,0.054,4.63,80.44,9,0.011,0,NONE
96,22,0.229,12,62256,1211,811,0.67,4.14,58.39,26,0.482,1,SELLER_SUSPICIOUS
20,5,0.25,0,13356,1617,1009,0.624,4.78,28.27,26,0.554,0,NONE
34,6,0.176,6,55881,1277,746,0.584,4.47,62.63,7,0.736,1,SELLER_SUSPICIOUS
62,2,0.032,2,25044,808,350,0.433,2.06,93.36,35,0.626,0,NONE
100,5,0.05,29,70496,1000,352,0.352,2.22,65.56,28,0.962,0,NONE
102,63,0.618,14,27713,678,106,0.156,2.27,73.09,9,0.581,1,RETURN_ABUSE
102,37,0.363,25,38597,623,124,0.199,3.8,71.11,6,0.756,1,RETURN_ABUSE
62,23,0.371,12,43806,1119,50,0.045,2.51,74.97,19,0.101,0,NONE
49,27,0.551,13,62021,511,355,0.695,3.01,23.36,44,0.135,0,NONE
97,67,0.691,9,12172,1010,322,0.319,3.37,37.99,49,0.255,0,NONE
76,34,0.447,17,45812,1232,239,0.194,4.25,54.18,41,0.225,0,NONE
19,7,0.368,1,61858,1005,358,0.356,3.07,11.26,41,0.293,0,NONE
9,6,0.667,0,70418,1735,742,0.428,2.83,17.08,48,0.071,0,NONE
10,5,0.5,0,53950,344,56,0.163,1.4,1.13,47,0.946,1,REPEATED_REVIEW
114,12,0.105,10,71535,384,89,0.232,4.58,97.21,9,0.546,0,NONE
117,45,0.385,17,10947,1972,123,0.062,2.14,88.76,28,0.473,0,NONE
7,1,0.143,0,13813,1579,831,0.526,1.09,59.99,24,0.285,0,NONE
106,38,0.358,30,4802,1325,64,0.048,4.25,85.34,1,0.833,1,RETURN_ABUSE
114,85,0.746,10,63037,206,61,0.296,2.02,98.21,26,0.72,1,RETURN_ABUSE
17,8,0.471,2,19390,89,0,0.0,3.68,0.04,31,0.079,0,NONE
51,26,0.51,1,72167,993,639,0.644,2.42,32.07,36,0.123,0,NONE
68,6,0.088,9,1059,733,497,0.678,3.64,43.16,13,0.758,1,SELLER_SUSPICIOUS
115,32,0.278,24,78733,480,58,0.121,4.52,52.75,41,0.504,0,NONE
53,7,0.132,0,70187,596,267,0.448,3.89,7.8,25,0.064,0,NONE
5,3,0.6,0,33757,765,48,0.063,3.61,34.91,2,0.802,1,RETURN_ABUSE
21,11,0.524,5,70551,1616,843,0.522,1.29,25.67,43,0.298,0,NONE
72,16,0.222,17,33313,1213,270,0.223,4.08,26.4,20,0.066,0,NONE
68,53,0.779,15,79061,1108,87,0.079,4.8,24.6,17,0.608,1,RETURN_ABUSE
96,60,0.625,14,73809,1862,538,0.289,3.97,66.16,31,0.189,0,NONE
50,30,0.6,8,70368,1782,1204,0.676,1.32,99.28,16,0.05,1,SELLER_SUSPICIOUS
95,51,0.537,22,73874,1758,111,0.063,3.04,82.97,17,0.513,1,RETURN_ABUSE
34,2,0.059,8,2009,1449,116,0.08,3.83,94.06,37,0.646,0,NONE
39,3,0.077,4,60813,1932,146,0.076,4.94,94.58,22,0.706,0,NONE
67,27,0.403,0,69535,887,426,0.48,4.4,48.01,38,0.154,0,NONE
13,1,0.077,1,38814,657,169,0.257,2.19,26.3,24,0.527,0,NONE
17,2,0.118,0,36294,585,103,0.176,4.11,84.13,2,0.687,0,NONE
79,30,0.38,0,10177,1123,522,0.465,2.15,42.38,31,0.025,0,NONE
114,46,0.404,13,27048,638,274,0.429,1.51,1.84,43,0.25,0,NONE
54,16,0.296,14,6399,42,21,0.5,2.62,36.36,36,0.513,0,NONE
7,1,0.143,1,57388,676,422,0.624,2.7,44.67,12,0.516,0,NONE
87,20,0.23,19,42821,1214,66,0.054,1.73,8.59,10,0.616,0,NONE
83,27,0.325,20,65639,1094,692,0.633,2.47,10.06,3,0.055,0,NONE
110,55,0.5,22,2676,310,63,0.203,1.77,21.04,44,0.843,1,RETURN_ABUSE
71,36,0.507,18,50252,1460,99,0.068,1.51,63.93,4,0.451,0,NONE
118,90,0.763,32,4982,1514,852,0.563,4.04,16.82,37,0.116,1,SELLER_SUSPICIOUS
89,25,0.281,8,5741,1270,293,0.231,3.42,87.13,47,0.291,0,NONE
71,0,0.0,19,77360,1545,789,0.511,2.47,91.38,14,0.901,1,REPEATED_REVIEW
101,76,0.752,5,49124,1439,54,0.038,4.33,69.82,33,0.818,1,RETURN_ABUSE
74,30,0.405,15,50516,736,471,0.64,1.05,87.16,3,0.095,1,SELLER_SUSPICIOUS
56,33,0.589,0,53135,486,86,0.177,3.87,24.96,34,0.421,0,NONE
73,55,0.753,2,15408,1999,1350,0.675,1.44,39.73,23,0.569,1,SELLER_SUSPICIOUS
22,6,0.273,0,28088,1156,636,0.55,3.68,54.29,34,0.972,1,REPEATED_REVIEW
73,37,0.507,1,11636,791,38,0.048,2.31,60.67,33,0.186,0,NONE
20,4,0.2,4,69610,1291,382,0.296,4.08,48.83,31,0.285,0,NONE
16,0,0.0,1,68726,1158,217,0.187,3.02,56.03,24,0.931,0,NONE
7,1,0.143,0,37771,1500,897,0.598,2.04,8.46,19,0.836,0,NONE
26,10,0.385,0,75699,1555,84,0.054,4.16,35.1,42,0.831,0,NONE
29,0,0.0,1,18657,1063,489,0.46,3.99,96.13,17,0.78,1,SELLER_SUSPICIOUS
106,67,0.632,29,65095,406,86,0.212,4.78,40.89,36,0.856,1,REPEATED_REVIEW
85,36,0.424,12,66668,1012,410,0.405,3.03,52.86,26,0.822,1,SELLER_SUSPICIOUS
114,36,0.316,31,27706,1844,1054,0.572,3.0,89.41,24,0.832,1,SELLER_SUSPICIOUS
61,37,0.607,1,54790,1671,979,0.586,3.49,70.67,16,0.008,1,SELLER_SUSPICIOUS
66,3,0.045,10,74051,1102,435,0.395,3.94,37.11,22,0.001,0,NONE
77,26,0.338,16,11679,1856,1031,0.555,1.89,82.46,33,0.074,0,NONE
10,0,0.0,2,76792,462,79,0.171,4.58,11.76,19,0.81,0,NONE
12,2,0.167,1,73228,525,324,0.617,2.22,17.6,31,0.904,1,REPEATED_REVIEW
22,6,0.273,5,12609,766,436,0.569,1.72,90.19,38,0.473,1,SELLER_SUSPICIOUS
20,3,0.15,4,43651,607,144,0.237,4.71,96.16,13,0.861,1,REPEATED_REVIEW
9,3,0.333,0,43222,52,21,0.404,3.6,88.97,41,0.406,1,SELLER_SUSPICIOUS
33,6,0.182,3,50692,1099,225,0.205,4.55,83.79,3,0.044,0,NONE
98,60,0.612,22,52172,1888,552,0.292,2.75,26.27,22,0.689,1,RETURN_ABUSE
91,48,0.527,8,68007,277,119,0.43,1.08,89.05,43,0.812,1,SELLER_SUSPICIOUS
63,0,0.0,16,12543,279,116,0.416,3.68,47.7,7,0.726,0,NONE
73,4,0.055,16,37905,1628,88,0.054,1.13,72.65,10,0.871,0,NONE
